PSDI,InChi,HLC (mol m-3 Pa-1),HLC Temperature (C),HLC Solvent InChi,Source,Citation,Master Version
PSDI002BEE,"InChI=1S/C4H5F3O2/c1-3(8)9-2-4(5,6)7/h2H2,1H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2003.10.019,0.0.8
PSDI002BFC,"InChI=1S/C3H10OSi/c1-5(2,3)4/h4H,1-3H3",0.07,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.2754,0.0.8
PSDI002BFF,"InChI=1S/C9H21O4P/c1-4-7-11-14(10,12-8-5-2)13-9-6-3/h4-9H2,1-3H3",15.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JA00342A063,0.0.8
PSDI002C0F,InChI=1S/Xe,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00685062,0.0.8
PSDI002C78,"InChI=1S/CH4O/c1-2/h2H,1H3",0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1149/2.0291409JES,0.0.8
PSDI002C79,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",1.8,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2017.05.044,0.0.8
PSDI002C7A,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJMS.2006.10.016,0.0.8
PSDI002C7D,"InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3",0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2014.05.023,0.0.8
PSDI002C7F,"InChI=1S/C6H12O3/c1-3-8-4-5-9-6(2)7/h3-5H2,1-2H3",3.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(02)00087-0,0.0.8
PSDI002CA1,"InChI=1S/C2H3Cl2F/c1-2(3,4)5/h1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/KIN.20780,0.0.8
PSDI002CA2,"InChI=1S/C2H5Br/c1-2-3/h2H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC00070A008,0.0.8
PSDI002CA6,"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00033A018,0.0.8
PSDI002CD8,"InChI=1S/C13H18O/c1-5-7-11(14)12-10(2)8-6-9-13(12,3)4/h5-8H,9H2,1-4H3",0.32,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJMS.2015.07.015,0.0.8
PSDI002CEB,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2",2.8,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2009.05.005,0.0.8
PSDI002CED,InChI=1S/C6H12N2/c1-2-8-5-3-7(1)4-6-8/h1-6H2,3100.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJGGC.2017.01.001,0.0.8
PSDI002D2A,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S11270-015-2337-2,0.0.8
PSDI002D59,"InChI=1S/C5H10/c1-4-5(2)3/h4-5H,1H2,2-3H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/J100876A049,0.0.8
PSDI002D62,"InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h4,8-9H,2-3,5-7H2,1H3",0.19,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.EST.1C07882,0.0.8
PSDI002DF0,InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,440.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE800517R,0.0.8
PSDI002DF4,InChI=1S/C3H6N2O2/c1-3(6)5(2)4-7/h1-2H3,0.09,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/JNCI/56.6.1125,0.0.8
PSDI002EA4,"InChI=1S/C5H10O2/c1-5(2,3)4(6)7/h1-3H3,(H,6,7)",3.5,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00696639,0.0.8
PSDI002EE0,"InChI=1S/C10H14O/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3",8.9,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1039/P29720000136,0.0.8
PSDI002FB7,"InChI=1S/C13H21O3PS/c1-11(2)15-17(14,16-12(3)4)18-10-13-8-6-5-7-9-13/h5-9,11-12H,10H2,1-4H3",260.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1584/JPESTICS.18.3_201,0.0.8
PSDI002FF0,"InChI=1S/C6H12Cl2O/c1-5(3-7)9-6(2)4-8/h5-6H,3-4H2,1-2H3",0.42,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0045-6535(89)90482-7,0.0.8
PSDI00303B,"InChI=1S/C8H14O2/c1-3-4-5-6-7-10-8(2)9/h4-5H,3,6-7H2,1-2H3",0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S1387-3806(02)00927-2,0.0.8
PSDI003078,"InChI=1S/C19H28O/c1-18-9-3-4-16(18)15-6-5-13-12-14(20)7-11-19(13,2)17(15)8-10-18/h3,9,13,15-17H,4-8,10-12H2,1-2H3",0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/CHEMSE/3.1.57,0.0.8
PSDI0030AA,"InChI=1S/C10H16/c1-7-4-5-8-9(6-7)10(8,2)3/h4,8-9H,5-6H2,1-3H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1136/OEM.47.1.62,0.0.8
PSDI0030DC,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI0030DF,"InChI=1S/C6H12N2O2/c1-5-3-8(7-9)4-6(2)10-5/h5-6H,3-4H2,1-2H3",35.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/JNCI/56.6.1125,0.0.8
PSDI003129,"InChI=1S/C6H14O/c1-5-6(2,3)7-4/h5H2,1-4H3",0.05,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.JIEC.2010.03.003,0.0.8
PSDI00314A,"InChI=1S/C4H9Cl/c1-3-4(2)5/h4H,3H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE00026A010,0.0.8
PSDI003150,"InChI=1S/C10H13NO3/c1-3-7(2)8-4-5-10(12)9(6-8)11(13)14/h4-7,12H,3H2,1-2H3",0.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00479396,0.0.8
PSDI003151,"InChI=1S/C12H17NO2/c1-4-9(2)10-7-5-6-8-11(10)15-12(14)13-3/h5-9H,4H2,1-3H3,(H,13,14)",150.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1584/JPESTICS.18.3_201,0.0.8
PSDI003166,"InChI=1S/C5H11NO3/c1-3-5(4-2)9-6(7)8/h5H,3-4H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(98)00159-3,0.0.8
PSDI0031D0,"InChI=1S/C5H11NO3/c1-3-4-5(2)9-6(7)8/h5H,3-4H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(98)00159-3,0.0.8
PSDI00335E,"InChI=1S/C6H13NO3/c1-2-3-4-5-6-10-7(8)9/h2-6H2,1H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(98)00159-3,0.0.8
PSDI003377,"InChI=1S/C5H11NO3/c1-2-3-4-5-9-6(7)8/h2-5H2,1H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(98)00159-3,0.0.8
PSDI00337E,"InChI=1S/C5H12N2O/c1-3-4-5-7(2)6-8/h3-5H2,1-2H3",1.7,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/JNCI/56.6.1125,0.0.8
PSDI00337F,"InChI=1S/C6H14N2O/c1-3-5-6-8(4-2)7-9/h3-6H2,1-2H3",0.99,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/JNCI/56.6.1125,0.0.8
PSDI003383,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",0.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(99)00082-X,0.0.8
PSDI0033DA,"InChI=1S/C9H19NOS/c1-4-7-10(8-5-2)9(11)12-6-3/h4-8H2,1-3H3",0.56,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2008.07.017,0.0.8
PSDI003400,"InChI=1S/C3H7NO3/c1-2-3-7-4(5)6/h2-3H2,1H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(98)00159-3,0.0.8
PSDI00340A,"InChI=1S/C10H14O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h5-7,11H,3-4H2,1-2H3",4.3,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.EST.9B06443,0.0.8
PSDI003495,"InChI=1S/C7H14O2/c1-4-6(3)7(8)9-5-2/h6H,4-5H2,1-3H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S1387-3806(03)00197-0,0.0.8
PSDI0034C7,"InChI=1S/C4H8N2O3/c1-3-9-4(7)6(2)5-8/h3H2,1-2H3",0.39,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/JNCI/56.6.1125,0.0.8
PSDI0034F8,"InChI=1S/C7H16O/c1-5-7(3,4)8-6-2/h5-6H2,1-4H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2006.02.022,0.0.8
PSDI0035B7,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",160.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE800517R,0.0.8
PSDI0035EA,"InChI=1S/C8H10N2O/c1-10(9-11)7-8-5-3-2-4-6-8/h2-6H,7H2,1H3",0.79,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/JNCI/56.6.1125,0.0.8
PSDI0035EC,"InChI=1S/C2H5N3O2/c1-5(4-7)2(3)6/h1H3,(H2,3,6)",190.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/JNCI/56.6.1125,0.0.8
PSDI00361D,"InChI=1S/C5H10N2O2S/c1-4(10-3)7-9-5(8)6-2/h1-3H3,(H,6,8)",200.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI003657,"InChI=1S/C4H8O3/c1-3(5)4(6)7-2/h3,5H,1-2H3",9.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE049824C,0.0.8
PSDI0036FE,"InChI=1S/C7H4Cl4O/c1-12-7-4(9)2-3(8)5(10)6(7)11/h2H,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S002160101077,0.0.8
PSDI003700,"InChI=1S/C7H6Cl2O/c1-10-7-5(8)3-2-4-6(7)9/h2-4H,1H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S002160101077,0.0.8
PSDI00391F,"InChI=1S/C10Cl12/c11-1-2(12)7(17)4(14)3(13,5(1,15)9(7,19)20)6(1,16)10(21,22)8(2,4)18",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00154A003,0.0.8
PSDI00392A,InChI=1S/C12H2Cl8/c13-4-1-3(8(16)12(20)11(4)19)7-9(17)5(14)2-6(15)10(7)18/h1-2H,0.99,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI00392B,InChI=1S/C12H3Cl7/c13-5-1-4(2-6(14)10(5)17)9-11(18)7(15)3-8(16)12(9)19/h1-3H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI00392C,InChI=1S/C12H2Cl8/c13-4-2-6(15)9(17)11(19)7(4)3-1-5(14)10(18)12(20)8(3)16/h1-2H,0.99,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI00392E,InChI=1S/C12H3Cl7/c13-5-1-2-6(14)10(17)8(5)4-3-7(15)11(18)12(19)9(4)16/h1-3H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003931,InChI=1S/C12H4Cl6/c13-7-1-5(2-8(14)11(7)17)6-3-9(15)12(18)10(16)4-6/h1-4H,0.08,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC0604742,0.0.8
PSDI003932,InChI=1S/C12H2Cl8/c13-5-1-3(7(15)11(19)9(5)17)4-2-6(14)10(18)12(20)8(4)16/h1-2H,0.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003933,InChI=1S/C12H3Cl7/c13-6-1-4(2-7(14)10(6)17)5-3-8(15)11(18)12(19)9(5)16/h1-3H,0.08,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC0604742,0.0.8
PSDI003934,InChI=1S/C12H4Cl6/c13-7-2-1-6(10(16)12(7)18)5-3-8(14)11(17)9(15)4-5/h1-4H,0.06,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC0604742,0.0.8
PSDI003935,InChI=1S/C12H5Cl5/c13-8-3-1-2-7(11(8)16)6-4-9(14)12(17)10(15)5-6/h1-5H,0.16,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00156A005,0.0.8
PSDI00393A,InChI=1S/C12H3Cl7/c13-4-1-5(14)9(6(15)2-4)10-11(18)7(16)3-8(17)12(10)19/h1-3H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI00393B,InChI=1S/C12H2Cl8/c13-3-1-6(16)11(19)12(20)7(3)8-9(17)4(14)2-5(15)10(8)18/h1-2H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI00393C,InChI=1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-11(18)8(16)3-9(17)12(10)19/h1-3H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI00393E,InChI=1S/C12H4Cl6/c13-5-1-7(15)11(8(16)2-5)12-9(17)3-6(14)4-10(12)18/h1-4H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00169A013,0.0.8
PSDI00393F,InChI=1S/C12H3Cl7/c13-4-1-2-5(14)10(17)8(4)9-6(15)3-7(16)11(18)12(9)19/h1-3H,0.11,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00156A005,0.0.8
PSDI003940,InChI=1S/C12H4Cl6/c13-6-1-2-7(14)12(18)11(6)5-3-9(16)10(17)4-8(5)15/h1-4H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003941,InChI=1S/C12H4Cl6/c13-7-4-9(15)8(14)3-6(7)5-1-10(16)12(18)11(17)2-5/h1-4H,0.08,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC0604742,0.0.8
PSDI003942,InChI=1S/C12H3Cl7/c13-4-1-6(14)9(7(15)2-4)5-3-8(16)11(18)12(19)10(5)17/h1-3H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003943,InChI=1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI003944,InChI=1S/C12H4Cl6/c13-5-1-10(17)12(11(18)2-5)6-3-8(15)9(16)4-7(6)14/h1-4H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI003945,InChI=1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI003948,InChI=1S/C12H5Cl5/c13-7-4-10(16)12(11(17)5-7)6-1-2-8(14)9(15)3-6/h1-5H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI00394A,InChI=1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI00394C,InChI=1S/C12H5Cl5/c13-8-3-1-2-6(12(8)17)7-4-10(15)11(16)5-9(7)14/h1-5H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI00394D,InChI=1S/C12H7Cl3/c13-9-6-10(14)12(11(15)7-9)8-4-2-1-3-5-8/h1-7H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00169A013,0.0.8
PSDI00394E,InChI=1S/C12H6Cl4/c13-7-5-10(15)12(11(16)6-7)8-3-1-2-4-9(8)14/h1-6H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI00394F,InChI=1S/C12H6Cl4/c13-9-4-2-1-3-7(9)8-5-11(15)12(16)6-10(8)14/h1-6H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003950,InChI=1S/C12H2Cl8/c13-3-1-4(7(15)5(14)2-3)6-8(16)10(18)12(20)11(19)9(6)17/h1-2H,0.7,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI003952,InChI=1S/C12H3Cl7/c13-4-1-5(10(17)6(14)2-4)9-11(18)7(15)3-8(16)12(9)19/h1-3H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003953,InChI=1S/C12H2Cl8/c13-3-1-4(14)10(18)7(9(3)17)8-11(19)5(15)2-6(16)12(8)20/h1-2H,0.55,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI003955,InChI=1S/C12H4Cl6/c13-5-3-6(11(17)9(16)4-5)10-7(14)1-2-8(15)12(10)18/h1-4H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003956,InChI=1S/C12H3Cl7/c13-4-1-5(9(16)7(14)2-4)6-3-8(15)11(18)12(19)10(6)17/h1-3H,0.76,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI003957,InChI=1S/C12H4Cl6/c13-5-1-7(12(18)11(17)2-5)6-3-9(15)10(16)4-8(6)14/h1-4H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003959,InChI=1S/C12H5Cl5/c13-6-4-8(12(17)10(15)5-6)7-2-1-3-9(14)11(7)16/h1-5H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003970,InChI=1S/C10HCl7/c11-2-1-3(12)6(13)5-4(2)7(14)9(16)10(17)8(5)15/h1H,2.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2016.10.009,0.0.8
PSDI003974,InChI=1S/C12H4Cl6/c13-6-1-5(2-7(14)3-6)10-11(17)8(15)4-9(16)12(10)18/h1-4H,0.34,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI003977,InChI=1S/C12H5Cl5/c13-7-1-6(2-8(14)3-7)9-4-11(16)12(17)5-10(9)15/h1-5H,0.18,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI003987,InChI=1S/C10H4Cl4/c11-7-1-2-8(12)6-4-10(14)9(13)3-5(6)7/h1-4H,0.09,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2016.10.009,0.0.8
PSDI00398C,InChI=1S/C12H2Cl8/c13-4-2-1-3(6(14)7(4)15)5-8(16)10(18)12(20)11(19)9(5)17/h1-2H,0.07,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI00398E,InChI=1S/C12H3Cl7/c13-5-2-1-4(9(16)12(5)19)8-10(17)6(14)3-7(15)11(8)18/h1-3H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003990,InChI=1S/C12H4Cl6/c13-6-2-1-5(3-7(6)14)10-11(17)8(15)4-9(16)12(10)18/h1-4H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003994,InChI=1S/C12H5Cl5/c13-6-1-2-7(10(16)5-6)11-8(14)3-4-9(15)12(11)17/h1-5H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003995,InChI=1S/C12H4Cl6/c13-6-3-4-7(14)11(17)9(6)5-1-2-8(15)12(18)10(5)16/h1-4H,0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003996,InChI=1S/C12H5Cl5/c13-7-2-1-6(5-10(7)16)11-8(14)3-4-9(15)12(11)17/h1-5H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI003998,InChI=1S/C12H5Cl5/c13-7-2-1-3-8(14)10(7)6-4-5-9(15)12(17)11(6)16/h1-5H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI00399B,InChI=1S/C12H5Cl5/c13-7-1-2-8(9(14)5-7)6-3-10(15)12(17)11(16)4-6/h1-5H,0.05,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC0604742,0.0.8
PSDI00399C,InChI=1S/C12H6Cl4/c13-9-3-1-7(2-4-9)8-5-10(14)12(16)11(15)6-8/h1-6H,0.09,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC0604742,0.0.8
PSDI00399D,InChI=1S/C12H5Cl5/c13-8-2-1-6(3-9(8)14)7-4-10(15)12(17)11(16)5-7/h1-5H,0.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC0604742,0.0.8
PSDI00399E,InChI=1S/C12H4Cl6/c13-5-1-2-6(8(14)3-5)7-4-9(15)11(17)12(18)10(7)16/h1-4H,0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI00399F,InChI=1S/C12H3Cl7/c13-6-2-1-4(8(15)10(6)17)5-3-7(14)11(18)12(19)9(5)16/h1-3H,0.05,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI0039A0,InChI=1S/C12H4Cl6/c13-7-2-1-5(3-8(7)14)6-4-9(15)11(17)12(18)10(6)16/h1-4H,0.07,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC0604742,0.0.8
PSDI0039A1,InChI=1S/C12H5Cl5/c13-6-1-2-7(9(14)3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE050308B,0.0.8
PSDI0039A2,InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-11(15)12(16)6-10(9)14/h1-6H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039A3,InChI=1S/C12H5Cl5/c13-8-2-1-6(3-10(8)15)7-4-11(16)12(17)5-9(7)14/h1-5H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00244-018-0577-Z,0.0.8
PSDI0039A5,InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)10-5-9(14)6-11(15)12(10)16/h1-6H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039A6,InChI=1S/C12H6Cl4/c13-7-2-4-11(15)10(5-7)9-3-1-8(14)6-12(9)16/h1-6H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039A7,InChI=1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-7-10(14)5-6-12(11)15/h1-7H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039A8,InChI=1S/C12H6Cl4/c13-8-2-3-9(11(15)6-8)7-1-4-10(14)12(16)5-7/h1-6H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0000266,0.0.8
PSDI0039A9,InChI=1S/C12H7Cl3/c13-10-4-1-8(2-5-10)9-3-6-11(14)12(15)7-9/h1-7H,0.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00081A021,0.0.8
PSDI0039AA,InChI=1S/C12H6Cl4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00244-018-0577-Z,0.0.8
PSDI0039AB,InChI=1S/C12H5Cl5/c13-6-1-2-7(10(15)5-6)8-3-4-9(14)12(17)11(8)16/h1-5H,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039AC,InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-6-10(14)12(16)11(9)15/h1-6H,0.06,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00156A005,0.0.8
PSDI0039AD,InChI=1S/C12H5Cl5/c13-8-3-1-6(5-10(8)15)7-2-4-9(14)12(17)11(7)16/h1-5H,0.18,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC0604742,0.0.8
PSDI0039AE,InChI=1S/C12H6Cl4/c13-7-1-3-9(11(15)5-7)10-4-2-8(14)6-12(10)16/h1-6H,0.21,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE050308B,0.0.8
PSDI0039AF,InChI=1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-6-5-10(14)7-12(11)15/h1-7H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00244-018-0577-Z,0.0.8
PSDI0039B0,InChI=1S/C12H8Cl2/c13-11-6-4-9(5-7-11)10-2-1-3-12(14)8-10/h1-8H,0.05,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039B1,InChI=1S/C12H6Cl4/c13-7-4-5-8(11(15)6-7)9-2-1-3-10(14)12(9)16/h1-6H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039B2,InChI=1S/C12H7Cl3/c13-9-6-4-8(5-7-9)10-2-1-3-11(14)12(10)15/h1-7H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
PSDI0039B3,InChI=1S/C12H8Cl2/c13-10-6-7-11(12(14)8-10)9-4-2-1-3-5-9/h1-8H,0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES020599Y,0.0.8
